,sentence1,label1,sentence2,label2,dist,match,sub
2120,The five `` soundscape '' pieces gave a festive air to Park Square.,1,Gordie Gillespie still can give a piece of his mind to the umps.,1,0.4274809160305344,1,1
2121,Gordie Gillespie still can give a piece of his mind to the umps.,1,I sent the salesman to the devil.,1,0.4329896907216495,1,1
2122,I sent the salesman to the devil.,1,I sent the devil the salesman.,0,0.6349206349206349,0,0
2123,I sent the devil the salesman.,0,Nixon's behavior gave an idea for a book to every journalist living in New York.,1,0.2909090909090909,0,1
2124,Nixon's behavior gave an idea for a book to every journalist living in New York.,1,The music lent a festive air to the party.,1,0.34426229508196726,1,1
2125,The music lent a festive air to the party.,1,It is very difficult to get an idea for a book simply from an interview.,1,0.38596491228070173,1,1
2126,It is very difficult to get an idea for a book simply from an interview.,1,"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.",1,0.4878048780487805,1,1
2127,"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.",1,"`` Doing my taxes '' gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine.",1,0.4474885844748858,1,1
2128,"`` Doing my taxes '' gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine.",1,Lopez says that he has done more than simply give a fresh coat of paint to the site.,1,0.41706161137440756,1,1
2129,Lopez says that he has done more than simply give a fresh coat of paint to the site.,1,I think it's time you give your lovely illness to someone else!,1,0.40816326530612246,1,1
2130,I think it's time you give your lovely illness to someone else!,1,Sharon sprayed the plants with water.,1,0.31999999999999995,1,1
2131,Sharon sprayed the plants with water.,1,The farmer loaded apples into the cart.,1,0.5,1,1
2132,The farmer loaded apples into the cart.,1,Monica covered a blanket over the baby.,0,0.46153846153846156,0,1
2133,Monica covered a blanket over the baby.,0,Monica covered the baby with a blanket.,1,0.641025641025641,0,1
2134,Monica covered the baby with a blanket.,1,Carla poured lemonade into the pitcher.,1,0.41025641025641024,1,1
2135,Carla poured lemonade into the pitcher.,1,Carla poured the pitcher with lemonade.,0,0.641025641025641,0,1
2136,Carla poured the pitcher with lemonade.,0,The farmer dumped apples into the cart.,1,0.4358974358974359,0,1
2137,The farmer dumped apples into the cart.,1,The window broke.,1,0.3571428571428571,1,1
2138,The window broke.,1,The little boy broke the window.,1,0.5306122448979591,1,0
2139,The little boy broke the window.,1,A rabbit appeared out of the magician's hat.,1,0.42105263157894735,1,1
2140,A rabbit appeared out of the magician's hat.,1,The magician appeared a rabbit out of his hat.,0,0.6222222222222222,0,1
2141,The magician appeared a rabbit out of his hat.,0,Martha carved a toy out of wood for the baby.,1,0.5054945054945055,0,1
2142,Martha carved a toy out of wood for the baby.,1,Martha carved some wood into a toy for the baby.,1,0.7526881720430108,1,1
2143,Martha carved some wood into a toy for the baby.,1,Martha carved the baby some wood into a toy.,0,0.7608695652173914,0,0
2144,Martha carved the baby some wood into a toy.,0,Margaret cut the bread.,1,0.4477611940298507,0,1
2145,Margaret cut the bread.,1,Janet broke the vase.,1,0.5,1,1
2146,Janet broke the vase.,1,Terry touched the cat.,1,0.5116279069767442,1,1
2147,Terry touched the cat.,1,Carla hit the door.,1,0.4390243902439024,1,1
2148,Carla hit the door.,1,Crystal vases break easily.,1,0.34782608695652173,1,1
2149,Crystal vases break easily.,1,Cats touch easily.,0,0.5333333333333333,0,1
2150,Cats touch easily.,0,Door frames hit easily.,0,0.5853658536585367,1,1
2151,Door frames hit easily.,0,Margaret cut at the bread.,1,0.36734693877551017,0,1
2152,Margaret cut at the bread.,1,Janet broke at the vase.,0,0.56,0,1
2153,Janet broke at the vase.,0,Terry touched at the cat.,0,0.5714285714285714,1,1
2154,Terry touched at the cat.,0,Carla hit at the door.,1,0.5106382978723405,0,1
2155,Carla hit at the door.,1,Margaret cut Bill's arm.,1,0.4347826086956522,1,1
2156,Margaret cut Bill's arm.,1,Margaret cut Bill on the arm.,1,0.8301886792452831,1,1
2157,Margaret cut Bill on the arm.,1,Janet broke Bill's finger.,1,0.509090909090909,1,1
2158,Janet broke Bill's finger.,1,Terry touched Bill's shoulder.,1,0.5357142857142857,1,1
2159,Terry touched Bill's shoulder.,1,Terry touched Bill on the shoulder.,1,0.8615384615384616,1,1
2160,Terry touched Bill on the shoulder.,1,Carla hit Bill's back.,1,0.3508771929824561,1,1
2161,Carla hit Bill's back.,1,Carla hit Bill on the back.,1,0.8163265306122449,1,1
2162,Carla hit Bill on the back.,1,Jean moved the table.,1,0.41666666666666663,1,1
2163,Jean moved the table.,1,Jean moved at the table.,0,0.9333333333333333,0,0
2164,Jean moved at the table.,0,Margaret cut the string.,1,0.45833333333333337,0,1
2165,Margaret cut the string.,1,The string cut.,0,0.5128205128205128,0,1
2166,The string cut.,0,The cat touched.,0,0.5161290322580645,1,1
2167,The cat touched.,0,The door hit.,0,0.48275862068965514,1,1
2168,The door hit.,0,a The butcher cuts the meat.,1,0.4390243902439024,0,1
2169,a The butcher cuts the meat.,1,The meat cuts easily.,1,0.5714285714285714,1,1
2170,The meat cuts easily.,1,Janet broke the crystal.,1,0.4444444444444444,1,1
2171,Janet broke the crystal.,1,Crystal breaks at the slightest touch.,1,0.4193548387096774,1,1
2172,Crystal breaks at the slightest touch.,1,Kelly adores French fabrics.,1,0.33333333333333337,1,1
2173,Kelly adores French fabrics.,1,French fabrics adore easily.,0,0.5357142857142857,0,1
2174,French fabrics adore easily.,0,Joan knew the answer.,1,0.326530612244898,0,1
2175,Joan knew the answer.,1,The answer knows easily.,0,0.48888888888888893,0,1
2176,The answer knows easily.,0,Bill pounded the metal.,1,0.3829787234042553,0,1
2177,Bill pounded the metal.,1,Bill pounded the metal fiat.,1,0.9019607843137255,1,0
2178,Bill pounded the metal fiat.,1,This metal won't pound flat.,1,0.4642857142857143,1,1
2179,This metal won't pound flat.,1,The cup broke.,1,0.33333333333333337,1,1
2180,The cup broke.,1,They gave the bicycle to me.,1,0.4285714285714286,1,1
2181,They gave the bicycle to me.,1,The bicycle gave to me.,0,0.7058823529411764,0,1
2182,The bicycle gave to me.,0,The bread cut.,0,0.5405405405405406,1,1
2183,The bread cut.,0,The magician appeared a dove from his sleeve.,0,0.3389830508474576,1,1
2184,The magician appeared a dove from his sleeve.,0,Sylvia jumped the horse over the fence.,1,0.4285714285714286,0,1
2185,Sylvia jumped the horse over the fence.,1,The horse jumped over the fence.,1,0.676056338028169,1,1
2186,The horse jumped over the fence.,1,The scientist ran the rats through the maze.,1,0.4473684210526315,1,1
2187,The scientist ran the rats through the maze.,1,The rats ran through the maze.,1,0.7567567567567568,1,0
2188,The rats ran through the maze.,1,The bell rang.,1,0.4545454545454546,1,1
2189,The bell rang.,1,They stood the statue on the pedestal.,1,0.34615384615384615,1,1
2190,They stood the statue on the pedestal.,1,The statue stood on the pedestal.,1,0.7887323943661972,1,1
2191,The statue stood on the pedestal.,1,The army lodged the soldiers in the schoolhouse.,1,0.5185185185185186,1,1
2192,The army lodged the soldiers in the schoolhouse.,1,Heat radiates from the sun.,1,0.45333333333333337,1,1
2193,Heat radiates from the sun.,1,The sun radiates heat.,1,0.5714285714285714,1,1
2194,The sun radiates heat.,1,The departing passenger waved at the crowd.,1,0.46153846153846156,1,1
2195,The departing passenger waved at the crowd.,1,Jennifer craned.,0,0.3389830508474576,0,1
2196,Jennifer craned.,0,I shaved my face.,1,0.303030303030303,0,1
2197,I shaved my face.,1,I shaved.,1,0.6923076923076923,1,0
2198,I shaved.,1,Celia braided her hair.,1,0.3125,1,1
2199,Celia braided her hair.,1,Celia braided.,0,0.7567567567567568,0,0
2200,Celia braided.,0,Tessa sprained.,0,0.6206896551724138,1,1
2201,Tessa sprained.,0,Jill dressed hurriedly.,1,0.4736842105263158,0,1
2202,Jill dressed hurriedly.,1,I shaved myself.,0,0.41025641025641024,0,1
2203,I shaved myself.,0,Celia brushed.,0,0.4,1,1
2204,Celia brushed.,0,Tessa cut herself.,1,0.4375,0,1
2205,Tessa cut herself.,1,Tessa cut.,0,0.7142857142857143,0,0
2206,Tessa cut.,0,We loaded ourselves onto the bus.,1,0.2790697674418605,0,1
2207,We loaded ourselves onto the bus.,1,We loaded onto the bus.,1,0.8214285714285714,1,0
2208,We loaded onto the bus.,1,We pulled ourselves free.,1,0.45833333333333337,1,1
2209,We pulled ourselves free.,1,Anne met Cathy.,1,0.25,1,1
2210,Anne met Cathy.,1,Anne and Cathy met.,1,0.7058823529411764,1,0
2211,Anne and Cathy met.,1,Brenda chatted Molly.,0,0.4,0,1
2212,Brenda chatted Molly.,0,Brenda and Molly chatted.,1,0.6956521739130435,0,0
2213,Brenda and Molly chatted.,1,The drunk hugged the lamppost.,1,0.32727272727272727,1,1
2214,The drunk hugged the lamppost.,1,The drunk and the lamppost hugged.,0,0.78125,0,0
2215,The drunk and the lamppost hugged.,0,Italy touches France.,1,0.32727272727272727,0,1
2216,Italy touches France.,1,Italy and France touch.,1,0.6363636363636364,1,1
2217,Italy and France touch.,1,Ellen argued Helen.,0,0.33333333333333337,0,1
2218,Ellen argued Helen.,0,Ellen and Helen argued.,1,0.7142857142857143,0,0
2219,Ellen and Helen argued.,1,The sign warned us against skating on the pond.,1,0.4,1,1
2220,The sign warned us against skating on the pond.,1,The sign warned against skating on the pond.,1,0.967032967032967,1,0
2221,The sign warned against skating on the pond.,1,for discussion of the same phenomenon in Russian.,1,0.3870967741935484,1,1
2222,for discussion of the same phenomenon in Russian.,1,That dog bites people.,1,0.3661971830985915,1,1
2223,That dog bites people.,1,That dog bites.,1,0.8108108108108107,1,0
2224,That dog bites.,1,I cut the bread with this knife.,1,0.34042553191489366,1,1
2225,I cut the bread with this knife.,1,This knife cut the bread.,1,0.5263157894736843,1,1
2226,This knife cut the bread.,1,This knife doesn't cut.,1,0.625,1,1
2227,This knife doesn't cut.,1,These shears clip well.,1,0.4347826086956522,1,1
2228,These shears clip well.,1,This machine records well.,1,0.5714285714285714,1,1
2229,This machine records well.,1,This oven cooks well.,1,0.6808510638297872,1,1
2230,This oven cooks well.,1,"This lotion softens, soothes, and protects.",1,0.46875,1,1
2231,"This lotion softens, soothes, and protects.",1,"This polish cleans, protects, and shines.",1,0.6190476190476191,1,1
2232,"This polish cleans, protects, and shines.",1,This key won't open.,0,0.39344262295081966,0,1
2233,This key won't open.,0,This key won't open the Jock.,1,0.8163265306122449,0,0
2234,This key won't open the Jock.,1,This hammer won't break.,0,0.6037735849056604,0,1
2235,This hammer won't break.,0,This hammer won't break the window.,1,0.8135593220338984,0,0
2236,This hammer won't break the window.,1,They pushed their way through the crowd.,1,0.5066666666666666,1,1
2237,They pushed their way through the crowd.,1,They pushed through the crowd.,1,0.8571428571428572,1,0
2238,They pushed through the crowd.,1,Bake for 30 minutes.,1,0.28,1,1
2239,Bake for 30 minutes.,1,Like the ice cream.,0,0.3589743589743589,0,1
2240,Like the ice cream.,0,Like after tasting.,0,0.5263157894736843,1,1
2241,Like after tasting.,0,Paula hit the fence.,1,0.3589743589743589,0,1
2242,Paula hit the fence.,1,Paula hit at the fence.,1,0.9302325581395349,1,0
2243,Paula hit at the fence.,1,Faustina sprayed the lilies.,1,0.47058823529411764,1,1
2244,Faustina sprayed the lilies.,1,Janet broke at the bread.,0,0.4528301886792453,0,1
2245,Janet broke at the bread.,0,I pushed the table.,1,0.4545454545454546,0,1
2246,I pushed the table.,1,I pushed at the table.,1,0.926829268292683,1,0
2247,I pushed at the table.,1,I pushed on the table.,1,0.9090909090909091,1,1
2248,I pushed on the table.,1,I pushed against the table.,1,0.8571428571428572,1,1
2249,I pushed against the table.,1,The mouse nibbled the cheese.,1,0.4642857142857143,1,1
2250,The mouse nibbled the cheese.,1,The mouse nibbled at the cheese.,1,0.9508196721311475,1,0
2251,The mouse nibbled at the cheese.,1,The mouse nibbled on the cheese.,1,0.9375,1,1
2252,The mouse nibbled on the cheese.,1,Monica moved at the cat.,0,0.4642857142857143,0,1
2253,Monica moved at the cat.,0,Martha climbed up the mountain.,1,0.509090909090909,0,1
